goodreads_book_id,tag_id,count
30,22545,7
30,1542,7
30,25506,7
30,26838,7
30,11773,7
30,134,7
30,30860,7
30,5036,7
30,20125,7
30,25220,7
30,10491,7
33,30574,116442
33,11305,13690
33,8717,11180
33,11557,8090
33,7457,3904
33,11743,3758
33,22743,1349
33,5207,1015
33,11590,811
33,7404,791
33,30909,609
33,1691,597
33,26785,566
33,9221,495
33,27199,452
33,22753,386
33,10731,376
33,18367,353
33,14361,324
33,11370,292
33,22034,290
33,33114,278
33,2104,250
33,10729,234
33,240,232
33,20774,226
33,24960,213
33,26897,204
33,20849,199
33,11505,198
33,18886,196
33,18045,185
33,5751,172
33,26771,168
33,26842,164
33,11497,163
33,15979,158
33,17213,150
33,11376,143
33,26837,142
33,10644,138
33,30521,136
33,27535,135
33,236,132
33,15169,130
33,21989,130
33,5090,124
33,19959,122
33,1642,119
33,923,107
33,6828,104
33,22689,102
33,26774,102
33,7423,100
33,18566,100
33,30573,97
33,11340,93
33,1128,90
33,1659,89
33,11290,89
33,11574,85
33,2106,85
33,251,84
33,11491,83
33,25234,82
33,20824,82
33,11978,80
33,1416,79
33,10197,78
33,5776,78
33,10210,74
33,11579,73
33,22330,73
33,31505,71
33,14764,70
33,11773,69
33,11372,69
33,32989,68
33,27403,68
33,25765,66
33,30860,65
33,10658,65
33,20731,63
33,28300,62
33,11314,59
33,21024,58
33,20570,58
33,14064,57
33,3392,56
33,20282,56
33,32130,56
33,24963,56
33,16674,55
33,20781,53
33,5444,53
33,32586,53
33,22944,53
33,12869,53
33,24964,52
33,254,52
34,11305,31618
34,30574,15494
34,7457,7966
34,11743,7187
34,5207,2770
34,7404,1686
34,1691,1555
34,8717,1457
34,27199,1364
34,26785,1223
34,30909,1189
34,11590,1116
34,10731,1020
34,14361,974
34,22753,945
34,11557,943
34,33114,654
34,18886,638
34,9221,618
34,22743,617
34,22034,581
34,18367,553
34,24960,511
34,15979,502
34,20774,474
34,10729,471
34,1642,439
34,18566,439
34,2104,385
34,20849,369
34,15169,346
34,26837,343
34,3389,339
34,26771,328
34,18045,316
34,3392,313
34,1659,310
34,26842,308
34,21989,298
34,5090,293
34,5751,289
34,11376,273
34,19959,264
34,10644,263
34,29190,253
34,30521,251
34,11497,239
34,17213,224
34,22689,220
34,11505,218
34,923,214
34,25765,202
34,3371,202
34,6828,201
34,240,201
34,1128,200
34,26774,197
34,26256,194
34,7423,190
34,11773,184
34,18615,183
34,25234,180
34,32989,178
34,1416,174
34,30573,167
34,11340,166
34,11290,158
34,11396,157
34,25151,156
34,10491,155
34,22330,152
34,5776,152
34,20570,148
34,31505,147
34,27535,142
34,3358,141
34,10197,134
34,27403,134
34,22352,132
34,29316,131
34,20282,128
34,11372,127
34,11574,126
34,29925,126
34,25152,125
34,20824,124
34,22944,124
34,14064,119
34,28300,119
34,11314,118
34,9638,118
34,20547,118
34,236,117
34,14764,116
34,24964,115
34,25150,115
34,5444,115
34,10210,114
34,32130,114
34,20781,113
36,30574,3492
36,11305,104
36,30909,45
36,2938,31
36,21689,28
36,22743,23
36,8717,16
36,11743,15
36,5207,15
36,19959,13
36,11557,11
36,25562,11
36,20570,11
36,18566,11
36,18615,10
36,11906,8
36,21773,7
36,20774,5
36,2982,5
36,30915,5
36,22753,4
36,9221,4
36,20849,4
36,22689,4
36,1642,4
36,32130,4
36,20547,4
36,19627,4
36,15979,4
36,30521,3
36,26842,3
36,22545,3
36,10693,3
36,30914,3
36,18562,3
36,32989,2
36,27199,2
36,24960,2
36,26785,2
36,26897,2
36,5444,2
36,14064,2
36,14764,2
36,611,2
36,21274,2
36,23349,2
36,14361,2
36,18991,2
36,25773,2
36,23535,2
36,30414,2
36,30416,2
36,32125,2
36,11922,2
36,20551,2
36,25235,2
36,20574,2
36,29925,2
36,30910,2
36,2879,2
36,11850,2
36,11916,2
36,20781,1
36,20797,1
36,31140,1
36,22376,1
36,26816,1
36,22816,1
36,8683,1
36,11379,1
36,20015,1
36,7614,1
36,21825,1
36,11304,1
36,24023,1
36,25024,1
36,7908,1
36,20557,1
36,25047,1
36,20854,1
36,5120,1
36,15349,1
36,7913,1
36,13383,1
36,2509,1
36,5258,1
36,5446,1
36,33240,1
36,24470,1
36,18317,1
36,17360,1
36,5088,1
36,20029,1
36,21647,1
36,16617,1
36,26790,1
36,20561,1
36,28504,1
36,8725,1
36,18967,1
105,26837,1356
105,26771,1029
105,11743,439
105,8717,352
105,10007,317
105,26894,266
105,22743,227
105,11305,210
105,9221,151
105,11557,144
105,27398,141
105,26785,119
105,12479,71
105,26897,67
105,27199,66
105,7457,65
105,5207,63
105,28247,56
105,30574,51
105,11370,45
105,18045,44
105,10013,36
105,26816,35
105,22753,34
105,26842,33
105,10210,31
105,30521,30
105,3389,28
105,22034,27
105,1691,24
105,20849,22
105,5090,22
105,17213,22
105,28235,22
105,27403,22
105,10009,22
105,14278,22
105,10197,19
105,10094,18
105,28300,17
105,25647,17
105,10644,16
105,7404,16
105,26838,16
105,6122,16
105,22689,15
105,18367,15
105,22944,15
105,14280,15
105,20774,14
105,3371,14
105,21989,14
105,3358,14
105,23931,14
105,10729,14
105,3392,13
105,12940,13
105,26884,13
105,26774,13
105,15169,11
105,31557,11
105,15301,11
105,23694,11
105,14764,10
105,1642,10
105,7433,10
105,7308,10
105,11287,10
105,24960,9
105,30672,9
105,27656,9
105,28751,9
105,27401,9
105,7307,9
105,5444,8
105,2277,8
105,27412,8
105,28298,8
105,21953,8
105,11590,7
105,2104,7
105,27535,7
105,2313,7
105,923,7
105,1659,7
105,23471,7
105,5510,7
105,30551,7
105,11978,7
105,11372,7
105,11379,7
105,26432,7
105,25167,6
105,10093,6
105,22333,6
105,12869,6
105,473,6
105,26697,6
105,12700,6
105,21948,6
106,11743,1080
106,11305,620
106,26837,607
106,26894,573
106,22743,465
106,10007,391
106,11557,362
106,26785,294
106,27398,274
106,9221,242
106,27199,168
106,7457,155
106,5207,147
106,26897,141
106,28247,131
106,12479,108
106,11370,95
106,18045,94
106,26842,83
106,26816,80
106,22753,79
106,3389,73
106,30574,72
106,22034,72
106,7404,58
106,17213,56
106,28300,56
106,21989,50
106,25647,50
106,27403,49
106,28235,46
106,10729,46
106,24960,45
106,3392,45
106,20849,44
106,5090,44
106,10210,41
106,26774,41
106,14278,41
106,10197,40
106,18367,40
106,10013,40
106,11376,37
106,10009,37
106,26838,35
106,20774,34
106,3371,34
106,10644,32
106,3358,32
106,11287,32
106,2277,31
106,923,31
106,22944,31
106,30521,30
106,8717,29
106,1691,28
106,12940,28
106,23931,28
106,15169,27
106,23694,27
106,26884,26
106,15301,26
106,23471,25
106,14280,25
106,22689,23
106,1416,23
106,27401,23
106,7308,23
106,450,23
106,10094,22
106,31557,22
106,6122,22
106,11372,21
106,12475,21
106,1642,19
106,1659,19
106,24447,19
106,7307,19
106,10093,18
106,7433,18
106,8573,18
106,14064,16
106,3377,16
106,27412,16
106,29163,16
106,2450,16
106,11590,15
106,2313,15
106,7654,15
106,7435,15
106,5444,14
106,14764,14
106,30672,14
106,23349,14
106,25151,13
106,30573,13
106,3379,13
106,31505,13
106,28298,13
106,12700,13
112,26837,2762
112,26771,2136
112,11743,887
112,26894,484
112,11305,478
112,22743,380
112,10007,373
112,11557,349
112,27398,253
112,26785,248
112,9221,208
112,26897,128
112,28247,113
112,5207,111
112,7457,110
112,27199,98
112,12479,95
112,30574,88
112,11370,79
112,18045,79
112,26842,73
112,26816,73
112,22753,67
112,8717,66
112,3389,61
112,22034,53
112,28300,49
112,14278,44
112,20849,42
112,17213,42
112,10729,41
112,10013,41
112,7404,40
112,27403,40
112,10210,39
112,21989,37
112,5090,36
112,10197,34
112,26774,34
112,10009,34
112,30521,33
112,29190,33
112,24960,31
112,22944,31
112,20774,30
112,25647,29
112,3392,28
112,18367,28
112,26838,28
112,11287,28
112,10644,27
112,3358,27
112,28235,27
112,12940,26
112,23931,26
112,2277,25
112,23471,25
112,23694,25
112,1691,24
112,15301,24
112,12475,24
112,11376,23
112,22689,21
112,10094,21
112,26884,21
112,6122,21
112,14280,21
112,15169,20
112,3371,20
112,24447,18
112,31557,18
112,27401,18
112,7308,18
112,8573,18
112,923,17
112,14064,16
112,1642,16
112,1416,16
112,461,16
112,7307,16
112,11372,16
112,2450,16
112,29163,15
112,1659,14
112,7433,14
112,25277,14
112,27535,13
112,27412,13
112,25765,12
112,5444,12
112,14764,12
112,2313,12
112,30672,12
112,10093,12
112,23349,12
112,30573,11
112,28298,11
112,11379,11
112,26432,11
112,7435,11
117,30574,12731
117,26837,1535
117,26771,1151
117,11743,501
117,8717,469
117,10007,331
117,26894,294
117,22743,235
117,11305,229
117,27398,164
117,9221,161
117,11557,147
117,26785,140
117,27199,78
117,5207,75
117,26897,74
117,12479,74
117,28247,71
117,7457,68
117,18045,50
117,26816,48
117,11370,45
117,22753,40
117,10013,38
117,3389,32
117,30521,32
117,26842,32
117,22034,30
117,10210,29
117,17213,28
117,5090,26
117,10009,25
117,20849,24
117,10197,24
117,27403,24
117,14278,23
117,28300,22
117,25647,22
117,10644,19
117,21989,19
117,28235,19
117,26838,19
117,1691,18
117,10094,18
117,20774,17
117,26774,17
117,14280,17
117,22689,16
117,18367,16
117,22944,16
117,6122,16
117,10729,16
117,2277,15
117,7404,15
117,3358,15
117,23471,15
117,26884,15
117,11287,15
117,3392,14
117,15169,13
117,22545,13
117,24960,12
117,14764,11
117,12940,11
117,31557,11
117,3371,10
117,1416,10
117,23931,10
117,27412,10
117,27401,10
117,7307,10
117,7308,10
117,22310,10
117,30672,9
117,923,9
117,7433,9
117,15301,9
117,21953,9
117,11379,9
117,23694,9
117,27535,8
117,2313,8
117,1642,8
117,18130,8
117,30551,8
117,11978,8
117,28298,8
117,26063,8
117,26432,8
117,23711,8
117,25167,7
117,5444,7
117,14064,7
117,1659,7
117,26697,7
117,2067,7
117,25277,7
117,11376,6
117,22816,6
117,15378,6
119,30574,2949
119,11305,89
119,8717,73
119,2938,66
119,30909,47
119,21689,34
119,2982,22
119,11557,21
119,22743,15
119,11906,15
119,21773,11
119,11743,10
119,20570,10
119,19959,10
119,5207,7
119,18566,7
119,18615,6
119,26785,5
119,7457,5
119,3118,5
119,20547,4
119,30915,4
119,3117,4
119,22753,3
119,20774,3
119,10644,3
119,10693,3
119,20159,3
119,11921,3
119,15979,3
119,20551,3
119,7316,3
119,11917,3
119,24960,2
119,22034,2
119,11370,2
119,20849,2
119,5090,2
119,22689,2
119,18045,2
119,26897,2
119,11340,2
119,1642,2
119,15285,2
119,25562,2
119,15624,2
119,11376,2
119,13962,2
119,20888,2
119,3076,2
119,23535,2
119,16674,2
119,20574,2
119,18616,2
119,29925,2
119,11909,2
119,2980,2
119,14017,1
119,32989,1
119,5444,1
119,20797,1
119,31140,1
119,23605,1
119,22944,1
119,26816,1
119,23349,1
119,29716,1
119,13005,1
119,5263,1
119,21825,1
119,29156,1
119,5318,1
119,24888,1
119,11099,1
119,32101,1
119,26368,1
119,25337,1
119,1159,1
119,11325,1
119,32321,1
119,7908,1
119,16968,1
119,20557,1
119,33295,1
119,3115,1
119,21644,1
119,30911,1
119,11270,1
119,17886,1
119,25047,1
119,20877,1
119,13019,1
119,171,1
119,54,1
119,5350,1
119,20854,1
119,5120,1
119,22548,1
119,21531,1
119,17200,1
231,30574,5250
231,11743,536
231,8717,347
231,11557,130
231,22743,58
231,5207,54
231,8067,51
231,22034,49
231,8055,43
231,7668,39
231,7852,33
231,18367,32
231,4949,30
231,18326,28
231,2277,21
231,1416,21
231,22753,19
231,9221,18
231,21989,18
231,12948,17
231,33114,16
231,3392,16
231,18045,16
231,1659,16
231,5051,15
231,3371,14
231,615,14
231,2313,14
231,9477,14
231,7673,14
231,30937,14
231,31656,12
231,3389,11
231,20849,11
231,27535,11
231,18318,11
231,20288,11
231,941,11
231,9484,11
231,617,11
231,1642,10
231,30672,10
231,8346,10
231,9886,9
231,2335,9
231,12869,9
231,25438,8
231,10644,7
231,5090,7
231,30521,7
231,1510,7
231,26636,7
231,24960,6
231,15169,6
231,11505,6
231,22689,6
231,3358,6
231,26735,6
231,3377,6
231,11978,6
231,32686,6
231,4514,6
231,23993,6
231,32989,5
231,20774,5
231,17213,5
231,5444,5
231,2271,5
231,32586,5
231,31505,5
231,4985,5
231,9638,5
231,25630,5
231,22816,5
231,15392,5
231,30768,5
231,28204,5
231,11798,5
231,27368,5
231,8069,5
231,26138,4
231,2294,4
231,2312,4
231,18990,4
231,3379,4
231,25148,4
231,25506,4
231,25822,4
231,25106,4
231,23040,4
231,31557,4
231,30766,4
231,10304,4
231,21374,4
231,8344,4
231,11776,4
231,31535,4
231,28014,4
231,20302,4
231,2162,4
264,7457,2632
264,11743,1053
264,11557,420
264,7404,391
264,22743,256
264,5207,243
264,18367,226
264,509,175
264,240,137
264,2277,132
264,22034,131
264,2313,118
264,14487,116
264,7423,98
264,236,97
264,26138,93
264,7478,88
264,9221,83
264,2312,82
264,22753,80
264,17213,69
264,30521,66
264,21989,59
264,4949,59
264,7417,59
264,14266,59
264,31859,58
264,30635,57
264,251,55
264,18045,51
264,18326,50
264,10644,45
264,30574,44
264,14467,44
264,20849,43
264,3392,39
264,1416,39
264,10210,38
264,5751,37
264,10197,37
264,11590,35
264,32586,34
264,20811,34
264,1659,33
264,20774,31
264,10641,31
264,7422,31
264,22689,29
264,248,28
264,1642,27
264,10658,27
264,371,27
264,21815,26
264,3371,25
264,14764,25
264,31656,25
264,261,25
264,31505,25
264,3389,24
264,30672,24
264,254,24
264,15924,24
264,26735,22
264,18292,22
264,9484,22
264,5776,22
264,7668,21
264,2287,21
264,15169,20
264,18318,20
264,10093,20
264,9477,20
264,22733,20
264,23229,20
264,2271,19
264,272,19
264,30768,19
264,10932,18
264,22816,18
264,29716,18
264,2104,17
264,14064,17
264,12948,17
264,31557,17
264,16056,17
264,25433,17
264,23233,17
264,20731,16
264,522,16
264,7427,16
264,29325,16
264,30573,15
264,5444,15
264,30766,15
264,7451,15
264,32315,15
264,21597,15
264,22352,14
264,518,14
264,521,13
357,30574,8024
357,11743,1074
357,11305,1018
357,26837,924
357,26771,762
357,11557,407
357,20939,377
357,15067,348
357,8717,345
357,22743,315
357,7725,249
357,15048,221
357,9221,179
357,26894,174
357,9801,161
357,26785,149
357,5207,130
357,12680,113
357,27199,101
357,26897,83
357,27398,80
357,17213,77
357,9336,76
357,5751,74
357,236,68
357,22034,66
357,3389,65
357,18045,64
357,10210,60
357,31617,56
357,3392,54
357,22753,53
357,11370,51
357,251,49
357,10644,47
357,26816,46
357,10197,45
357,261,45
357,20849,44
357,8517,44
357,28300,44
357,26842,42
357,11590,39
357,21024,38
357,3371,35
357,21989,35
357,9526,35
357,3358,33
357,20774,32
357,24960,31
357,26636,30
357,15060,30
357,30521,28
357,15169,27
357,26774,27
357,7457,26
357,18367,26
357,1642,25
357,923,25
357,11376,25
357,1691,22
357,8055,22
357,12663,22
357,240,21
357,5090,20
357,10641,20
357,248,20
357,31557,20
357,27412,20
357,5776,20
357,29011,19
357,14064,19
357,32586,19
357,26838,19
357,1581,19
357,27403,18
357,25152,17
357,22689,17
357,10093,17
357,20926,17
357,254,17
357,10094,16
357,17217,15
357,1659,15
357,272,15
357,6122,15
357,27535,14
357,26884,14
357,27401,14
357,1582,14
357,5444,13
357,12948,13
357,12940,13
357,18525,13
357,3379,12
357,22333,12
357,473,12
357,11379,12
357,9525,12
357,24771,11
359,30574,2651
359,26837,505
359,26771,422
359,11305,198
359,22743,187
359,15067,172
359,21689,160
359,11743,155
359,8717,151
359,11557,140
359,7725,113
359,9221,99
359,26894,95
359,27669,90
359,5207,81
359,10891,76
359,15048,73
359,26785,51
359,21773,49
359,12680,49
359,27398,45
359,26816,44
359,9801,43
359,20939,36
359,3392,33
359,3389,32
359,5751,32
359,26897,32
359,4605,30
359,22753,29
359,18045,29
359,27199,26
359,30521,26
359,11370,25
359,10644,23
359,20774,21
359,20849,21
359,26842,21
359,17213,20
359,15169,19
359,10197,19
359,10210,19
359,32586,17
359,11590,16
359,22034,16
359,1581,15
359,5090,14
359,21989,14
359,3371,13
359,3358,13
359,7654,13
359,12948,12
359,3379,12
359,26838,12
359,18367,11
359,2690,11
359,31557,11
359,26636,11
359,9526,11
359,1691,10
359,27556,10
359,11376,10
359,12663,10
359,1582,10
359,22545,9
359,14064,9
359,14764,9
359,1642,9
359,11503,9
359,23471,9
359,11978,9
359,27656,9
359,28751,9
359,15060,9
359,21953,9
359,27682,8
359,28300,8
359,26884,8
359,5776,8
359,13962,8
359,2687,8
359,7457,7
359,22689,7
359,5444,7
359,1659,7
359,5481,7
359,22333,7
359,27403,7
359,26774,7
359,6122,7
359,25647,7
359,22758,7
359,22733,7
359,11287,7
359,20781,6
359,30672,6
359,10093,6
359,25149,6
359,27412,6
359,22816,6
360,30574,25198
360,26837,2434
360,26771,2060
360,11743,1318
360,15048,1162
360,8717,621
360,11305,519
360,22743,477
360,15067,468
360,11557,440
360,26894,403
360,7725,381
360,5207,308
360,26785,241
360,27199,237
360,9221,194
360,9801,189
360,27398,158
360,12680,151
360,22753,133
360,7457,120
360,1691,105
360,22034,97
360,3389,94
360,5751,89
360,3392,88
360,18045,87
360,11370,84
360,26897,83
360,10197,83
360,17213,81
360,10210,75
360,10644,68
360,28235,64
360,5090,60
360,26816,60
360,20774,59
360,20849,59
360,30521,58
360,2056,57
360,21989,55
360,26842,55
360,1642,50
360,26636,48
360,11590,47
360,15169,46
360,3371,45
360,24960,44
360,28300,42
360,26774,41
360,923,39
360,15060,39
360,11376,36
360,22689,35
360,12663,35
360,11287,34
360,14064,32
360,1659,32
360,14652,32
360,5776,31
360,14649,31
360,7404,30
360,14653,29
360,27403,28
360,29190,28
360,1581,28
360,25152,25
360,25150,25
360,26884,25
360,26838,25
360,6122,25
360,10093,24
360,33114,23
360,18367,23
360,5444,22
360,28247,22
360,487,22
360,30464,22
360,25151,21
